t_min,HI,stage
297.0,0.49965412496381967,D
298.0,0.483720093824348,D
299.0,0.4987478421323462,D
300.0,0.5055621748242829,D
301.0,0.49340034988310366,D
302.0,0.5330689851190139,D
303.0,0.596429022444358,D
304.0,0.6072325679675059,D
305.0,0.5922115216617684,D
306.0,0.6275793168578108,D
307.0,0.6517387359094,D
308.0,0.715925797649318,D
309.0,0.6969183214775222,D
310.0,0.7152315577474044,D
311.0,0.7300299668200985,D
312.0,0.7457799169529531,D
313.0,0.7466680802141524,D
314.0,0.7265078065670216,D
315.0,0.6766460898161556,D
316.0,0.7010136315922338,D
317.0,0.7181280066740282,D
318.0,0.6848755677223409,D
319.0,0.7599718533504808,D
320.0,0.6755267252888698,D
321.0,0.666082116245847,D
322.0,0.7238758746439168,D
323.0,0.6544503111372849,D
324.0,0.6162317478721455,D
325.0,0.6070762289514197,D
326.0,0.6729158821346295,D
327.0,0.698107168721355,D
328.0,0.7088030085477428,D
329.0,0.7935459984735637,D
330.0,0.8289846986575782,D
331.0,0.8154174762929594,D
332.0,0.9107175137962165,F
333.0,0.8396865246746431,F
334.0,0.8719051456088707,F
335.0,0.895529838424014,F
336.0,0.774042836246353,F
337.0,0.9354276962276392,F
338.0,1.0,F
