t_min,HI,stage
122.0,0.05426564511831586,D
123.0,0.031135012305419988,D
124.0,0.10208938651915682,D
125.0,0.06173770345239048,D
126.0,0.06074205403696313,D
127.0,0.032701111820919504,D
128.0,0.10386318203103483,D
129.0,0.0817473484221783,D
130.0,0.054228670273145325,D
131.0,0.09740355059133698,D
132.0,0.04998358651681045,D
133.0,0.09992043883017822,D
134.0,0.04705264166136219,D
135.0,0.04748736848222778,D
136.0,0.05563869581318281,D
137.0,0.039823351911850116,D
138.0,0.06236429718078318,D
139.0,0.09547190301778562,D
140.0,0.10640337261863414,D
141.0,0.08406463327033287,D
142.0,0.13295609291324673,D
143.0,0.07114126049639866,D
144.0,0.11801085087859722,D
145.0,0.10695943526667756,D
146.0,0.11800975673958693,D
147.0,0.15074167360725677,D
148.0,0.11995716749833024,D
149.0,0.0705197957743214,D
150.0,0.054156350466046374,D
151.0,0.06613393661262591,D
152.0,0.0641672961805037,D
153.0,0.1503826457043292,D
154.0,0.08881431258028157,D
155.0,0.040750872338748634,D
156.0,0.05132688716157605,D
157.0,0.043481132972708766,D
158.0,0.0568032855060573,D
159.0,0.09435064303995191,D
160.0,0.05956971132630078,D
161.0,0.10755659209043023,D
162.0,0.08566330141132186,D
163.0,0.07911016879141686,D
164.0,0.0900139455947638,D
165.0,0.13334022237951754,D
166.0,0.06359223539760522,D
167.0,0.06737364510396042,D
168.0,0.08902441981354002,D
169.0,0.12416931173464006,D
170.0,0.12896768576287593,D
171.0,0.14191232458654995,D
172.0,0.12026346491323676,D
173.0,0.06814911366253516,D
174.0,0.14099058303375117,D
175.0,0.10243074447795135,D
176.0,0.10319376262602217,D
177.0,0.12301517189637572,D
178.0,0.16452796163576644,D
179.0,0.13803473621768092,D
180.0,0.06742552339969758,D
181.0,0.0837749421472342,D
182.0,0.06435018684679006,D
183.0,0.07614634680907845,D
184.0,0.14687040016462924,D
185.0,0.06072604736779156,D
186.0,0.054604092665245366,D
187.0,0.08546874552857789,D
188.0,0.08653785818657297,D
189.0,0.06038921533328421,D
190.0,0.07024593938524315,D
191.0,0.16759659967118384,D
192.0,0.06991743856530507,D
193.0,0.12902802106326872,D
194.0,0.032366852152179916,D
195.0,0.09176720048276693,D
196.0,0.06037223486395612,D
197.0,0.08283967704731518,D
198.0,0.08654443197241127,D
199.0,0.14910036751057842,D
200.0,0.06232399380419117,D
201.0,0.06718203734060413,D
202.0,0.11593970528700906,D
203.0,0.11710684897496514,D
204.0,0.16533127114982585,D
205.0,0.08670854277140194,D
206.0,0.1292103001772279,D
207.0,0.12110599948215031,D
208.0,0.0598627360880317,D
209.0,0.06606289937918454,D
210.0,0.14842070557741613,D
211.0,0.08243327710154796,D
212.0,0.06806681344739315,D
213.0,0.048726552299116065,D
214.0,0.17390148755961823,D
215.0,0.18261242607678005,D
216.0,0.03172308139131645,D
217.0,0.06573963988479005,D
218.0,0.08201220366002701,D
219.0,0.06461964533347953,D
220.0,0.08507182469220648,D
221.0,0.14563062951504652,D
222.0,0.08110889698865788,D
223.0,0.06242379179070963,D
224.0,0.06015057777146377,D
225.0,0.06593461812219462,D
226.0,0.05530540995609524,D
227.0,0.137854461902379,D
228.0,0.07227407737961733,D
229.0,0.087404769852379,D
230.0,0.07422457646797688,D
231.0,0.0444236357152143,D
232.0,0.06534157444073925,D
233.0,0.11409191037073042,D
234.0,0.11768053311822393,D
235.0,0.08162588081527418,D
236.0,0.0661726661801743,D
237.0,0.11261374716983638,D
238.0,0.0697281509252582,D
239.0,0.10477271489009404,D
240.0,0.03176247621181807,D
241.0,0.025741275307274977,D
242.0,0.07923502974945766,D
243.0,0.06357850416299984,D
244.0,0.0379249285306393,D
245.0,0.07929339582982835,D
246.0,0.04660921979116682,D
247.0,0.08301444100243958,D
248.0,0.11375344825338927,D
249.0,0.08004403373694868,D
250.0,0.0859215857308778,D
251.0,0.038004600803121256,D
252.0,0.08476266771605927,D
253.0,0.06631032560932718,D
254.0,0.10903000986392072,D
255.0,0.09332341503152514,D
256.0,0.04815980066727951,D
257.0,0.007931588507200493,D
258.0,0.08282874671680299,D
259.0,0.11129123532297525,D
260.0,0.09251303970771417,D
261.0,0.11839283462968805,D
262.0,0.08677348879006216,D
263.0,0.050023846585121434,D
264.0,0.11748338937715253,D
265.0,0.10627142767685725,D
266.0,0.056174887099368645,D
267.0,0.056316225671580164,D
268.0,0.04608895142057852,D
269.0,0.07802876863132967,D
270.0,0.05202420103953828,D
271.0,0.054336870708381765,D
272.0,0.129583228267868,D
273.0,0.0546288741573057,D
274.0,0.09628647132261181,D
275.0,0.0683096582229739,D
276.0,0.059625866896069864,D
277.0,0.15517634763831492,D
278.0,0.06460494006313905,D
279.0,0.03934136682974658,D
280.0,0.05531415477204186,D
281.0,0.09169429839777521,D
282.0,0.09332685633322613,D
283.0,0.054135783484147874,D
284.0,0.05965211947653922,D
285.0,0.06958840750092282,D
286.0,0.04980446798043421,D
287.0,0.08863441018868755,D
288.0,0.1353664916660708,D
289.0,0.051729337903505514,D
290.0,0.1348072423226858,D
291.0,0.022915262942873996,D
292.0,0.04346210674007713,D
293.0,0.06569554049543691,D
294.0,0.18380028882151964,D
295.0,0.11725089837342131,D
296.0,0.04418164525472458,D
297.0,0.13469869237287263,D
298.0,0.030393880331051778,D
299.0,0.04397240906554593,D
300.0,0.21274090292344333,D
301.0,0.15938566552518715,D
302.0,0.13219339157863003,D
303.0,0.04937216087634912,D
304.0,0.06495368859021533,D
305.0,0.10173768150670051,D
306.0,0.14371600717936314,D
307.0,0.07484928561997933,D
308.0,0.06407434364570298,D
309.0,0.04040014728041447,D
310.0,0.09416604085483976,D
311.0,0.04072306947686049,D
312.0,0.11636719828745386,D
313.0,0.04439213483378547,D
314.0,0.05866465322532815,D
315.0,0.06906259196819348,D
316.0,0.20301309762337996,D
317.0,0.06098855986501167,D
318.0,0.09931001389360576,D
319.0,0.030728087418299445,D
320.0,0.056316310380023174,D
321.0,0.02447487030810348,D
322.0,0.04614491922680029,D
323.0,0.12753073576950083,D
324.0,0.09159405420030098,D
325.0,0.1726274507283802,D
326.0,0.18504563422768763,D
327.0,0.05683479106833864,D
328.0,0.02571779874134312,D
329.0,0.11290608060628388,D
330.0,0.15457448055649026,D
331.0,0.03621220235393872,D
332.0,0.16577933692816987,D
333.0,0.08395139419207451,D
334.0,0.04532183492341715,D
335.0,0.11296675922945458,D
336.0,0.09977388465831455,D
337.0,0.11508617946128585,D
338.0,0.06110323798984456,D
339.0,0.04455742633626025,D
340.0,0.16553500262979892,D
341.0,0.16080523204668526,D
342.0,0.03881649731338184,D
343.0,0.11127779343930377,D
344.0,0.02735091220477951,D
345.0,0.062447941945036,D
346.0,0.07551457872268501,D
347.0,0.08354751240967812,D
348.0,0.05898218755830659,D
349.0,0.0821004689493753,D
350.0,0.05010516810630463,D
351.0,0.058625575768745955,D
352.0,0.08256084269665835,D
353.0,0.0582094053498088,D
354.0,0.04361912165806141,D
355.0,0.1404929134064213,D
356.0,0.07085976181352924,D
357.0,0.10204529743420918,D
358.0,0.1309595157056783,D
359.0,0.06074515473283426,D
360.0,0.08976499494319182,D
361.0,0.027571733800326653,D
362.0,0.08743097320430353,D
363.0,0.03373136047096179,D
364.0,0.05845312488875226,D
365.0,0.039872054592250135,D
366.0,0.09017100189859435,D
367.0,0.08088036468200505,D
368.0,0.08767910125587394,D
369.0,0.09996614189328985,D
370.0,0.08147836109048863,D
371.0,0.06497554164890465,D
372.0,0.08368955738186237,D
373.0,0.05113742483877581,D
374.0,0.04959154736795153,D
375.0,0.08289708499978342,D
376.0,0.11265421630382269,D
377.0,0.07253871518589221,D
378.0,0.08685160167308491,D
379.0,0.09451585405978473,D
380.0,0.05352285203009116,D
381.0,0.1757977196348598,D
382.0,0.07171902036278152,D
383.0,0.1356588951800385,D
384.0,0.09365559992475879,D
385.0,0.07018456758802746,D
386.0,0.08011677953399948,D
387.0,0.10477489418554797,D
388.0,0.14712417003715011,D
389.0,0.08271463550497643,D
390.0,0.1515643526701768,D
391.0,0.08887803004670754,D
392.0,0.12855415126943404,D
393.0,0.07264494709571254,D
394.0,0.1759499709078443,D
395.0,0.1145145095627019,D
396.0,0.04808965829893345,D
397.0,0.05569339849812689,D
398.0,0.07710298853321847,D
399.0,0.08505400147902097,D
400.0,0.06997451107371143,D
401.0,0.1883799846165651,D
402.0,0.09252042042151304,D
403.0,0.06484360986568663,D
404.0,0.05747178697551932,D
405.0,0.05043147449178393,D
406.0,0.09688001203680148,D
407.0,0.06913542196314258,D
408.0,0.05394693432099524,D
409.0,0.08069542487680297,D
410.0,0.06357974039675211,D
411.0,0.06706857553994493,D
412.0,0.061645805160721275,D
413.0,0.06981984678120282,D
414.0,0.03584654869879608,D
415.0,0.08681386398481365,D
416.0,0.041059678311009144,D
417.0,0.05974620525206869,D
418.0,0.07827041403711231,D
419.0,0.09036303936211643,D
420.0,0.08231421534702081,D
421.0,0.06303065552717335,D
422.0,0.06363521572068731,D
423.0,0.0674733245439254,D
424.0,0.08781751715763225,D
425.0,0.07276599912111714,D
426.0,0.07289854942270241,D
427.0,0.1800121906663648,D
428.0,0.07571195647125545,D
429.0,0.05289806963450603,D
430.0,0.08318263264786173,D
431.0,0.05822068537432414,D
432.0,0.07343529843322882,D
433.0,0.14446947834312546,D
434.0,0.10786985862691655,D
435.0,0.07483939452180181,D
436.0,0.06412748657857777,D
437.0,0.06838507681609304,D
438.0,0.08377156101756479,D
439.0,0.17112974401005654,D
440.0,0.1380621470655102,D
441.0,0.05675415737634607,D
442.0,0.11731726248365885,D
443.0,0.14117676492939016,D
444.0,0.05126553347522573,D
445.0,0.06735857476091181,D
446.0,0.16420311870508159,D
447.0,0.05861409897307928,D
448.0,0.12903658785838898,D
449.0,0.046576695343978056,D
450.0,0.06711410599146363,D
451.0,0.042622602341924,D
452.0,0.05000882918356769,D
453.0,0.05344723410490274,D
454.0,0.055078671965545854,D
455.0,0.09837247690353668,D
456.0,0.07517830135107789,D
457.0,0.07798310238940745,D
458.0,0.0332881812913188,D
459.0,0.07413634599478576,D
460.0,0.06462513892830782,D
461.0,0.07083603554929101,D
462.0,0.0556456699371654,D
463.0,0.15705197756883965,D
464.0,0.11504117403911318,D
465.0,0.10506048048596128,D
466.0,0.04520956001554656,D
467.0,0.08236400774538066,D
468.0,0.07670459953615415,D
469.0,0.061551935830536024,D
470.0,0.043706098506760126,D
471.0,0.04431642802470452,D
472.0,0.07241573995944778,D
473.0,0.14684154425765014,D
474.0,0.04406518002975036,D
475.0,0.02943648588834664,D
476.0,0.07438331692274552,D
477.0,0.06433567110342456,D
478.0,0.058934908153519774,D
479.0,0.15334566730898705,D
480.0,0.04410697675876707,D
481.0,0.05777273977035055,D
482.0,0.04793921489003339,D
483.0,0.07645314451716309,D
484.0,0.05052086785896094,D
485.0,0.08092148827614375,D
486.0,0.08325761384604442,D
487.0,0.054372183763645804,D
488.0,0.11779379013507882,D
489.0,0.09562898999548311,D
490.0,0.09238827800954783,D
491.0,0.11587657245821638,D
492.0,0.15408772165919304,D
493.0,0.058439242626058846,D
494.0,0.08962917068668368,D
495.0,0.16563196518007833,D
496.0,0.05585358814337321,D
497.0,0.19373896375804428,D
498.0,0.09972541228004649,D
499.0,0.0778824328820937,D
500.0,0.04729576025504838,D
501.0,0.057322099935759215,D
502.0,0.100501129279642,D
503.0,0.07460581726666009,D
504.0,0.0693024850026296,D
505.0,0.059771089334270715,D
506.0,0.07613787443753178,D
507.0,0.08116338009486966,D
508.0,0.04979323242907655,D
509.0,0.06453883162646525,D
510.0,0.17643639260987717,D
511.0,0.046025757477453653,D
512.0,0.0823582716457118,D
513.0,0.09206277286409477,D
514.0,0.14819722836871407,D
515.0,0.10243924089175202,D
516.0,0.0472694980847247,D
517.0,0.07059205926324431,D
518.0,0.0731535951484909,D
519.0,0.03155008426469304,D
520.0,0.12704593092886368,D
521.0,0.042576790246181405,D
522.0,0.0736115966467267,D
523.0,0.08990313449098249,D
524.0,0.05646908939416673,D
525.0,0.07987441516329805,D
526.0,0.14420321649541334,D
527.0,0.09478497843459152,D
528.0,0.164305487942039,D
529.0,0.08202858015828998,D
530.0,0.12773357348934328,D
531.0,0.06268061259348154,D
532.0,0.05289301940433711,D
533.0,0.07720478752321734,D
534.0,0.03967999431888673,D
535.0,0.11184959607497584,D
536.0,0.130082844919745,D
537.0,0.07034191578671078,D
538.0,0.09258988432225755,D
539.0,0.04912791090511056,D
540.0,0.08612657214442747,D
541.0,0.05211682975664241,D
542.0,0.07360264219935825,D
543.0,0.08474780775440295,D
544.0,0.053191091403568105,D
545.0,0.06522143638105724,D
546.0,0.09491750393021577,D
547.0,0.06807007214661163,D
548.0,0.05787083184900375,D
549.0,0.08541106895822964,D
550.0,0.04714495294281753,D
551.0,0.08578735143942409,D
552.0,0.0846017288640345,D
553.0,0.13346659691962792,D
554.0,0.13791969422047742,D
555.0,0.1255088392377696,D
556.0,0.03738459234123185,D
557.0,0.05492315963177292,D
558.0,0.05629597885809955,D
559.0,0.13333745388283819,D
560.0,0.049697003310985234,D
561.0,0.0540817168163634,D
562.0,0.05359561388108928,D
563.0,0.04424026036893052,D
564.0,0.060803081418238494,D
565.0,0.08095534992897359,D
566.0,0.03305372903527073,D
567.0,0.04383162014545186,D
568.0,0.16135385954034195,D
569.0,0.049345443433752856,D
570.0,0.06779815994809578,D
571.0,0.05786100830599319,D
572.0,0.13397807632299108,D
573.0,0.07920799914489142,D
574.0,0.09518666660405675,D
575.0,0.0794825452244603,D
576.0,0.12508320995903233,D
577.0,0.0805535535826115,D
578.0,0.05643930903406866,D
579.0,0.08701091640241851,D
580.0,0.06936842756505693,D
581.0,0.03762950773495196,D
582.0,0.029521773541490867,D
583.0,0.07339591551285783,D
584.0,0.04001738887581358,D
585.0,0.03391085928456393,D
586.0,0.061287048708285274,D
587.0,0.06740855356133782,D
588.0,0.02423644219962773,D
589.0,0.08454402060292228,D
590.0,0.03490951289183757,D
591.0,0.05516353728283249,D
592.0,0.03301753936896407,D
593.0,0.06430113565230013,D
594.0,0.13295485659245562,D
595.0,0.03990789345216378,D
596.0,0.07639834863347211,D
597.0,0.09742781237545227,D
598.0,0.14657773959652567,D
599.0,0.10769636424616885,D
600.0,0.04710643472433853,D
601.0,0.04566092837472335,D
602.0,0.1169719078294693,D
603.0,0.12950679147561345,D
604.0,0.13703247064382668,D
605.0,0.1078119755472763,D
606.0,0.04337933720416543,D
607.0,0.1348165248277142,D
608.0,0.026262557970395194,D
609.0,0.025362369343408242,D
610.0,0.07897870257189349,D
611.0,0.1285736524871783,D
612.0,0.06271190568704502,D
613.0,0.3387004390089427,D
614.0,0.06283630271208553,D
615.0,0.06252955068701699,D
616.0,0.1085683645124997,D
617.0,0.08727067238948893,D
618.0,0.04149212012164558,D
619.0,0.08900595851315725,D
620.0,0.10257822762691811,D
621.0,0.06307718465580488,D
622.0,0.18636728841695802,D
623.0,0.10024162143297047,D
624.0,0.046809489499454175,D
625.0,0.07087620259908099,D
626.0,0.10637834533893983,D
627.0,0.08989823810169352,D
628.0,0.08851647977701485,D
629.0,0.037507292997008855,D
630.0,0.185819773924014,D
631.0,0.10944984405292545,D
632.0,0.09148007956957753,D
633.0,0.05285126215315464,D
634.0,0.11393360833004328,D
635.0,0.05236656428501056,D
636.0,0.05613159765835496,D
637.0,0.0532093729330144,D
638.0,0.09216808171252468,D
639.0,0.06705224664220955,D
640.0,0.046645721671191465,D
641.0,0.03707844794457511,D
642.0,0.05693085001213824,D
643.0,0.05899110853104408,D
644.0,0.043052182413656236,D
645.0,0.08642477588182158,D
646.0,0.09111114749604245,D
647.0,0.02307969780134881,D
648.0,0.11460006581751621,D
649.0,0.05797156900733803,D
650.0,0.07676906962769002,D
651.0,0.0466378551795786,D
652.0,0.04079042877008077,D
653.0,0.07485860258747117,D
654.0,0.0734273539600521,D
655.0,0.033762834001057625,D
656.0,0.03440059384223953,D
657.0,0.07831305012398938,D
658.0,0.09547273138625378,D
659.0,0.01844226990035262,D
660.0,0.0380499180753841,D
661.0,0.14514712211407876,D
662.0,0.064855736412514,D
663.0,0.06262375053350992,D
664.0,0.11784548047957413,D
665.0,0.06543447519421638,D
666.0,0.07668929832889522,D
667.0,0.1262687886715302,D
668.0,0.08730572378302376,D
669.0,0.11082102071202989,D
670.0,0.13472895842118074,D
671.0,0.07430049716735827,D
672.0,0.0876173272895529,D
673.0,0.05535583121625019,D
674.0,0.18670655667095695,D
675.0,0.07764014895247112,D
676.0,0.06635710678537723,D
677.0,0.09460090454614878,D
678.0,0.16898396723945897,D
679.0,0.10354498227790332,D
680.0,0.041573120885719406,D
681.0,0.0398873257187909,D
682.0,0.07334158677542439,D
683.0,0.07389971645220132,D
684.0,0.03543723666527001,D
685.0,0.0795956473697012,D
686.0,0.13451976238688024,D
687.0,0.04116366905148004,D
688.0,0.062110658370893565,D
689.0,0.12368533126276562,D
690.0,0.038293377175426274,D
691.0,0.10251349167409354,D
692.0,0.04095800101753992,D
693.0,0.051385607650356484,D
694.0,0.05009407622008005,D
695.0,0.15805097428545575,D
696.0,0.01741127440195026,D
697.0,0.046631206793846657,D
698.0,0.036350005688234065,D
699.0,0.08683205600666206,D
700.0,0.030650271442712353,D
701.0,0.0744422674566219,D
702.0,0.05890699680889004,D
703.0,0.09166366841319364,D
704.0,0.05709656404533559,D
705.0,0.10546032665624427,D
706.0,0.059293854177461094,D
707.0,0.0571635341996846,D
708.0,0.0694981705092501,D
709.0,0.03978976471303942,D
710.0,0.07502374188302657,D
711.0,0.07733222700276372,D
712.0,0.06695297198568159,D
713.0,0.1479301649431448,D
714.0,0.10110943258977725,D
715.0,0.09268424996446624,D
716.0,0.05926360666333205,D
717.0,0.1483378870673542,D
718.0,0.13120494471135127,D
719.0,0.10727378922881588,D
720.0,0.07258336806882212,D
721.0,0.1336211771297628,D
722.0,0.04276460494761514,D
723.0,0.1034795294324003,D
724.0,0.07055973996322443,D
725.0,0.08679690843096435,D
726.0,0.10288900575410982,D
727.0,0.08064567784999982,D
728.0,0.07565398506265582,D
729.0,0.10924992322534383,D
730.0,0.0887996206393265,D
731.0,0.07472670342998104,D
732.0,0.05248541469533363,D
733.0,0.07233679009828385,D
734.0,0.09808136112324434,D
735.0,0.11072515362095171,D
736.0,0.06798767567365757,D
737.0,0.061009092720679205,D
738.0,0.12100445841444013,D
739.0,0.17311447131528776,D
740.0,0.05331786807869783,D
741.0,0.05294527556690761,D
742.0,0.1149300262294753,D
743.0,0.047862123049997256,D
744.0,0.037875393484085175,D
745.0,0.04740991872014962,D
746.0,0.14207920616831635,D
747.0,0.08682029978321196,D
748.0,0.11519919828672104,D
749.0,0.05463550456259869,D
750.0,0.14997805325399555,D
751.0,0.043434717686113546,D
752.0,0.05653003387147093,D
753.0,0.08580442887269289,D
754.0,0.06079725381291733,D
755.0,0.039648623734810554,D
756.0,0.048036557262905163,D
757.0,0.04373950343789172,D
758.0,0.025212948983289088,D
759.0,0.01537235451081536,D
760.0,0.05279932790295693,D
761.0,0.06514153891163468,D
762.0,0.08806669206801726,D
763.0,0.07955095588637363,D
764.0,0.0077396423976118876,D
765.0,0.02662217951369351,D
766.0,0.04073540944978448,D
767.0,0.027113220192949237,D
768.0,0.13297729205341088,D
769.0,0.02601282469014107,D
770.0,0.1587483830896001,D
771.0,0.04737584828586497,D
772.0,0.061266413049881,D
773.0,0.05910708881026501,D
774.0,0.05817947211777859,D
775.0,0.08219665408165748,D
776.0,0.056726996282811644,D
777.0,0.04899804887997733,D
778.0,0.02831452702917831,D
779.0,0.10399718126462876,D
780.0,0.041073364530153166,D
781.0,0.0669359620320326,D
782.0,0.09337689589852716,D
783.0,0.06691492738908883,D
784.0,0.07781643512171432,D
785.0,0.08649429670276618,D
786.0,0.06145965910958139,D
787.0,0.125644264992489,D
788.0,0.12820873777152503,D
789.0,0.08950179723232073,D
790.0,0.08257325441533384,D
791.0,0.11019062317236851,D
792.0,0.15642674881114507,D
793.0,0.0888662383969116,D
794.0,0.057185006745225773,D
795.0,0.08323803764015952,D
796.0,0.11121681331171739,D
797.0,0.07041689886313829,D
798.0,0.11840379361660713,D
799.0,0.055421435383018934,D
800.0,0.0834400728365623,D
801.0,0.07506212812954995,D
802.0,0.07020252101895937,D
803.0,0.14650023395693254,D
804.0,0.11410893069910921,D
805.0,0.06644386278868718,D
806.0,0.05653210758625871,D
807.0,0.07458032975388752,D
808.0,0.07706869010481235,D
809.0,0.07263397093487009,D
810.0,0.07772231618396695,D
811.0,0.051548562782022654,D
812.0,0.055943360354749685,D
813.0,0.05805052711978109,D
814.0,0.06090408079859088,D
815.0,0.05513065918118014,D
816.0,0.05655550466799042,D
817.0,0.1024949100159273,D
818.0,0.12355968977470458,D
819.0,0.1407763467027105,D
820.0,0.04483953519861494,D
821.0,0.07218102501825724,D
822.0,0.10623498975049749,D
823.0,0.06927625563606517,D
824.0,0.05679787349874383,D
825.0,0.08142157742760983,D
826.0,0.09510725305014042,D
827.0,0.05597223530373589,D
828.0,0.0917925715003666,D
829.0,0.032790666100782496,D
830.0,0.0956901701268064,D
831.0,0.08000487185911358,D
832.0,0.10637892031957304,D
833.0,0.07615847369953734,D
834.0,0.07664744632270712,D
835.0,0.06593767321449244,D
836.0,0.0807889337612256,D
837.0,0.1459209485335625,D
838.0,0.10513374559035973,D
839.0,0.05637364767575429,D
840.0,0.04634933989228731,D
841.0,0.15887954992877681,D
842.0,0.06309588671517241,D
843.0,0.17296611615230723,D
844.0,0.05717846670053852,D
845.0,0.05238701070378328,D
846.0,0.09974971457303128,D
847.0,0.08126854822757566,D
848.0,0.17659621889887017,D
849.0,0.0919006584986647,D
850.0,0.08270974809912371,D
851.0,0.05659956864975062,D
852.0,0.12827302232501966,D
853.0,0.06832598422353608,D
854.0,0.05291313595108304,D
855.0,0.046523584403375125,D
856.0,0.07742680879770858,D
857.0,0.0546130037887461,D
858.0,0.05551178368793413,D
859.0,0.04615075686132892,D
860.0,0.05903941001409541,D
861.0,0.06102619644411087,D
862.0,0.05597402466286403,D
863.0,0.044921935625781964,D
864.0,0.048534485431917886,D
865.0,0.06928252052643884,D
866.0,0.05562109915941547,D
867.0,0.09449957022449061,D
868.0,0.07132346927364637,D
869.0,0.07232627555586202,D
870.0,0.0917838806567572,D
871.0,0.06213627801472027,D
872.0,0.06788463162140375,D
873.0,0.12220126798190421,D
874.0,0.11066278200190297,D
875.0,0.1247650904915198,D
876.0,0.056932419744756164,D
877.0,0.10110154809373015,D
878.0,0.06281400883276574,D
879.0,0.06992118342260109,D
880.0,0.042243955928983216,D
881.0,0.047506312672483064,D
882.0,0.07052763017649427,D
883.0,0.035269620069168506,D
884.0,0.07753344216320976,D
885.0,0.10496358998684603,D
886.0,0.09996674153701318,D
887.0,0.04108222121495532,D
888.0,0.10590951801376822,D
889.0,0.05863887328589609,D
890.0,0.11710553729376627,D
891.0,0.037580338638256355,D
892.0,0.029138315142540987,D
893.0,0.09186905482130305,D
894.0,0.030723314985219324,D
895.0,0.05711880424051026,D
896.0,0.04907681252477349,D
897.0,0.02265942047918499,D
898.0,0.05582528701858885,D
899.0,0.02358124256401371,D
900.0,0.09662148566123539,D
901.0,0.07419720351808261,D
902.0,0.04581479464388756,D
903.0,0.03803770114232835,D
904.0,0.047200564927612945,D
905.0,0.08425005867529803,D
906.0,0.05820738303768116,D
907.0,0.037082687988940426,D
908.0,0.06538068400777988,D
909.0,0.11692114893245587,D
910.0,0.15621013012575655,D
911.0,0.07542847684561424,D
912.0,0.13073610783646294,D
913.0,0.027997648001209744,D
914.0,0.031057734717798123,D
915.0,0.10188026138430803,D
916.0,0.04236980904697132,D
917.0,0.032874328571533724,D
918.0,0.030000480773481032,D
919.0,0.05592763669684182,D
920.0,0.02309109774277082,D
921.0,0.12008309866234297,D
922.0,0.07777072588329868,D
923.0,0.07049774802035055,D
924.0,0.05515973990367513,D
925.0,0.08035882301508596,D
926.0,0.08648242310478069,D
927.0,0.19296518195813542,D
928.0,0.06414411225543061,D
929.0,0.06633841542424841,D
930.0,0.07147255973345278,D
931.0,0.04100992214770583,D
